State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
New York,Legislation,Product,Bill would prohibit intentionally added PFAS in personal care and cosmetic products and require limits on PFAS byproducts/contaminants in those items.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S4265,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S4265"" target=""_blank"" rel=""noopener"">Bill</a>",S 4265,2/9/2023
New York,Legislation,Product,Bill would ban the presence of PFAS in menstrual products.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2023/S3529,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2023/S3529"" target=""_blank"" rel=""noopener"">Bill</a>",S 3529,2/2/2023
New York,Legislation,Product,Ban on use of PFAS substances in food packaging.,In effect,12/31/2022,Law,https://www.nysenate.gov/legislation/bills/2019/S8817,Law,"<a href=""https://www.nysenate.gov/legislation/bills/2019/S8817"" target=""_blank"" rel=""noopener"">Law</a>","S 8817 / A 4739; Signed into law on Dec. 2, 2020",1/3/2023
New York,Legislation,Liability,Revives statute of limitations to give water providers additional 18 months to sue polluters for liability claims over emerging contaminants (including several PFAS substances) that otherwise would have barred.,In effect,10/5/2022,Law,https://www.nysenate.gov/legislation/bills/2021/s8763/amendment/a,Law,"<a href=""https://www.nysenate.gov/legislation/bills/2021/s8763/amendment/a"" target=""_blank"" rel=""noopener"">Law</a>",SB 8763A / AB 9824A; Bloomberg Law story,10/7/2022
New York,Binding,Environment,"Proposed rule would add maximum contaminant levels (MCLs) for four PFAS substances (PFDA, PFHpA, PFHxS, and PFNA) and add 19 additional PFAS substances to the state's list of emerging contaminants.",Pending,,Proposed Rule,https://regs.health.ny.gov/sites/default/files/proposed-regulations/Maximum%20Contaminant%20Levels%20%28MCLs%29_1.pdf,Proposed Rule,"<a href=""https://regs.health.ny.gov/sites/default/files/proposed-regulations/Maximum%20Contaminant%20Levels%20%28MCLs%29_1.pdf"" target=""_blank"" rel=""noopener"">Proposed Rule</a>",Bloomberg Law story,10/7/2022
New York,Legislation,Product,Bill would ban the sale and distribution of anti-fogging sprays and wipes that contain PFAS.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/S8188,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/S8188"" target=""_blank"" rel=""noopener"">Bill</a>",SB 8188,2/2/2022
New York,Legislation,Environment,"Creates initial list of PFAS substances that are ""emerging contaminants."" Water utilities must regularly test for these substances. Formalized regulations must be written within 90 days of bill signing and the list of ""emerging contaminants"" must be updated every three years.",In effect,12/22/2021,Law,https://www.nysenate.gov/legislation/bills/2021/s1759/amendment/a,Law,"<a href=""https://www.nysenate.gov/legislation/bills/2021/s1759/amendment/a"" target=""_blank"" rel=""noopener"">Law</a>",SB 1759A / AB 126A,12/23/2021
New York,Legislation,Product,Requires manufacturers to report presence of non-essential PFAS in products to state regulators by 2024. Bans the use of non-essential PFAS by 2025.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/A8491,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/A8491"" target=""_blank"" rel=""noopener"">Bill</a>",AB 8491,11/22/2021
New York,Legislation,Product,Bill would prohibit the sale of any cosmetic product or personal care product containing PFAS.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/A8363,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/A8363"" target=""_blank"" rel=""noopener"">Bill</a>",AB 8363,10/27/2021
New York,Legislation,Health and Safety,"Capital projects budget bill would, among other things, appropriate funding for the State University of New York at Stony Brook to provide for a new laboratory testing facility for PFOA.",Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/A3004,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/A3004"" target=""_blank"" rel=""noopener"">Bill</a>",AB 3004; Companion to SB 2504,3/2/2021
New York,Legislation,Product,Bill would regulate the use of chemicals including PFAS as an ingredient in consumer products.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/S3331,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/S3331"" target=""_blank"" rel=""noopener"">Bill</a>",SB 3331; Companion to AB 143,2/3/2021
New York,Legislation,Environment,Bill would establish maximum contaminant levels in drinking water for perfluoroalkyl carboxylic acids and perfluoroalkyl sulfonic acids.,Pending,,Bill,https://www.nysenate.gov/legislation/bills/2021/S4011,Bill,"<a href=""https://www.nysenate.gov/legislation/bills/2021/S4011"" target=""_blank"" rel=""noopener"">Bill</a>",SB 4011,2/3/2021
New York,Legislation,Product,"Prohibits the incineration of firefighting foam containing PFAS substances in the small upstate community of Cohoes, N.Y., where an incinerator is located.",In effect,11/23/2020,Law,https://www.nyassembly.gov/leg/?default_fld=&leg_video=&bn=A09952&term=2019&Summary=Y&Actions=Y&Text=Y,Law,"<a href=""https://www.nyassembly.gov/leg/?default_fld=&leg_video=&bn=A09952&term=2019&Summary=Y&Actions=Y&Text=Y"" target=""_blank"" rel=""noopener"">Law</a>","AB 9952; Bloomberg Law Story; Signed into law on Nov. 23, 2020",11/24/2020
New York,Binding,Environment,Maximum contaminant levels in drinking water of 10 ppt for PFOA and PFOS. Requires water systems to test for the contaminants and initiate clean up if detected beyond limits.,In effect,8/26/2020,Regulation,https://www.bloomberglaw.com/product/blaw/document/X2SSVHLS8G24188EADGG0080GPD,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X2SSVHLS8G24188EADGG0080GPD"" target=""_blank"" rel=""noopener"">Regulation</a>",The listing of MCLs in New York states violations of PFOA and PFAS maximum contaminant levels may be deferred up to 24 months after they went into effect (August 2022).,11/4/2020
New York,Legislation,Product,Places restrictions on the sale and use of firefighting equipment containing PFAS chemicals to reduce the use of PFAS chemicals in firefighting activities.,In effect,3/22/2020,Law,https://www.bloomberglaw.com/product/blaw/document/XERR61Q8000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XERR61Q8000000"" target=""_blank"" rel=""noopener"">Law</a>",,6/18/2020
New York,Legislation,Product,Ban on intentionally added PFAS substances in Class B firefighting foam used for testing training purposes. Also phases out the manufacture and sale of such foams in the state.,In effect,3/22/2020,Law,https://www.bloomberglaw.com/product/blaw/document/X3HHA58C000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X3HHA58C000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
New York,Legislation,Product,Requires manufacturers of children's products to comply with reporting requirements when products contain PFOA or PFOS.,In effect,3/1/2020,Law,https://www.bloomberglaw.com/product/blaw/document/XAMS0BDK000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XAMS0BDK000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
New York,Binding,Environment,Implemented emergency rule regulating PFOA and PFOS as hazardous substances. Proper storage of those compounds is required and releases to the environment are limited.,In effect,3/3/2017,Regulation,https://www.bloomberglaw.com/product/blaw/document/X2SSVHLS8G2308GGADG8S02009D,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X2SSVHLS8G2308GGADG8S02009D"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/28/2020
New York,Binding,Product,"Disposed of 25,000 gallons of firefighting foam with PFAS chemicals as of summer 2018.",In effect,,State Website,http://www.dec.ny.gov/chemical/108831.html,State Website,"<a href=""http://www.dec.ny.gov/chemical/108831.html"" target=""_blank"" rel=""noopener"">State Website</a>","The Intercept reported that the department did not provide specifics on how the 25,000 gallons were ""properly disposed"": https://theintercept.com/2019/01/27/toxic-firefighting-foam-pfas-pfoa/",5/28/2020
New York,Non-binding guidance,Environment,Created Water Quality Response Team to investigate possible water contamination reports in New York.,In effect,,Media Release,https://www.governor.ny.gov/news/governor-cuomo-launches-statewide-water-quality-initiatives,Media Release,"<a href=""https://www.governor.ny.gov/news/governor-cuomo-launches-statewide-water-quality-initiatives"" target=""_blank"" rel=""noopener"">Media Release</a>",,5/28/2020
North Carolina,Legislation,Health and Safety,The bill would amend the public health law to protect North Carolinians from drinking water contanimated with PFAS chemicals,Pending,,Bill,https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H864v1.pdf,Bill,"<a href=""https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H864v1.pdf"" target=""_blank"" rel=""noopener"">Bill</a>",H 864,5/2/2023
North Carolina,Legislation,Health and Safety,The bill would prohibit firefighting foam containing PFAS chemicals and require notice of firefighting equipment containing PFAS chemicals.,Pending,,Bill,https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H732v1.pdf,Bill,"<a href=""https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H732v1.pdf"" target=""_blank"" rel=""noopener"">Bill</a>",H 732,5/2/2023
North Carolina,Legislation,Other,Bill would require operators of utility-scale solar projects to report PFAS substances associated with the project at time of registration.,Pending,,Bill,https://www.ncleg.gov/Sessions/2023/Bills/Senate/PDF/S669v2.pdf,Bill,"<a href=""https://www.ncleg.gov/Sessions/2023/Bills/Senate/PDF/S669v2.pdf"" target=""_blank"" rel=""noopener"">Bill</a>",SB 669,4/25/2023
North Carolina,Legislation,Environment,Bill would require regulators to establish Maximum Contaminant Levels (MCLs) for PFAS.,Pending,,Bill,https://www.ncleg.gov/BillLookup/2023/S350,Bill,"<a href=""https://www.ncleg.gov/BillLookup/2023/S350"" target=""_blank"" rel=""noopener"">Bill</a>",SB 350 / H 610,4/25/2023
North Carolina,Legislation,Environment,Bill would require regulators to establish Maximum Contaminant Levels (MCLs) for PFAS.,Pending,,Bill,https://webservices.ncleg.gov/ViewBillDocument/2023/2972/0/DRS45233-MHa-61,Bill,"<a href=""https://webservices.ncleg.gov/ViewBillDocument/2023/2972/0/DRS45233-MHa-61"" target=""_blank"" rel=""noopener"">Bill</a>",SB 495,4/6/2023
North Carolina,Legislation,Product,"Bill would ban the manufacture, distribution, and sale of packaging containing PFAS.",Pending,,Bill,https://www.ncleg.gov/BillLookup/2023/H279,Bill,"<a href=""https://www.ncleg.gov/BillLookup/2023/H279"" target=""_blank"" rel=""noopener"">Bill</a>",HB 279,3/21/2023
North Carolina,Legislation,Environment,Bill would prohibit the use of PFAS-containing firefighting foam for training or testing purposes.,Pending,,Bill,https://www.ncleg.gov/BillLookup/2023/H370,Bill,"<a href=""https://www.ncleg.gov/BillLookup/2023/H370"" target=""_blank"" rel=""noopener"">Bill</a>",HB 370,3/17/2023
North Carolina,Legislation,Product,Bill would allocate $20 million to establish a voluntary buyback and replacement program for PFAS-containing firefighting foam. The allocation would also go toward constructing a facility for firefighters to train with PFAS-containing fire foam in a controlled environment. PFAS-related research grants would also be funded.,Pending,,Bill,https://www.ncleg.gov/BillLookup/2023/H349,Bill,"<a href=""https://www.ncleg.gov/BillLookup/2023/H349"" target=""_blank"" rel=""noopener"">Bill</a>",HB 349 / S 658,3/14/2023
North Carolina,Binding,Environment,"Proposed rule would add a groundwater quality standard for three substances (2,6-dinitrotoluene, strontium, and total PFOA and PFOS) without established interim maximum allowable concentrations. The standard for total PFOA/PFOS would be 0.07 micrograms/liter.",Pending,,Regulation,https://files.nc.gov/ncoah/documents/files/Volume-35-Issue-14-January-15-2021.pdf,Regulation,"<a href=""https://files.nc.gov/ncoah/documents/files/Volume-35-Issue-14-January-15-2021.pdf"" target=""_blank"" rel=""noopener"">Regulation</a>","Comment period ends March 16, 2021",1/20/2021
North Carolina,Court Order,Environment,Requires Chemours to conduct toxicity study on chemical discharges.,In effect,,Consent Order,https://aboutblaw.com/Q8c,Consent Order,"<a href=""https://aboutblaw.com/Q8c"" target=""_blank"" rel=""noopener"">Consent Order</a>",,12/3/2020
North Carolina,Legislation,Product,"Requires researchers to create inventory of aqueous film-forming foam (AFFF) used or stored by local fire departments. A final report with results due to state legislature by Oct. 15, 2020.",In effect,11/6/2019,Law,https://www.bloomberglaw.com/product/blaw/document/X8EB8KD0000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X8EB8KD0000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
North Carolina,Legislation,Environment,"Requires researchers to conduct analysis for PFAS, including GenX, at surface water intakes and public water supply wells. A report on chemicals found present is due to the state legislature by Oct. 15, 2020.",In effect,11/6/2019,Law,https://www.bloomberglaw.com/product/blaw/document/X8EB8KD0000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X8EB8KD0000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
North Carolina,Legislation,Environment,"Requires any person responsible for discharge of PFAS, including GenX, that results in contamination of a private drinking water well to establish permanent replacement water supplies. ",In effect,7/1/2018,Law,https://www.bloomberglaw.com/product/blaw/document/X29VERN1C,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X29VERN1C"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
North Carolina,Legislation,Environment,"Allocated $435,000 to monitor and treat presence of GenX in the Cape Fear River.",In effect,10/4/2017,Law,https://www.bloomberglaw.com/product/blaw/document/XNS4P7PC,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XNS4P7PC"" target=""_blank"" rel=""noopener"">Law</a>",,5/28/2020
North Carolina,Non-binding guidance,Environment,Set provisional health goal of 140 ppt for presence of GenX in drinking water.,In effect,7/14/2017,Report,https://aboutblaw.com/Q8d,Report,"<a href=""https://aboutblaw.com/Q8d"" target=""_blank"" rel=""noopener"">Report</a>",,5/28/2020
North Dakota,Non-binding guidance,Environment,Conducting tests to determine prevalence of PFOA and PFOS in the environment.,Pending,,Survey,https://aboutblaw.com/Q8e,Survey,"<a href=""https://aboutblaw.com/Q8e"" target=""_blank"" rel=""noopener"">Survey</a>",,5/29/2020
Ohio,Binding,Environment,"Updates ""Water Well Standards"" to require testing for presence of six PFAS substances in newly built public water system wells.",Pending,9/1/2022,Final Rule,https://www.registerofohio.state.oh.us/pdfs/3745/0/9/3745-9-01_PH_FF_A_RU_20220816_1146.pdf,Final Rule,"<a href=""https://www.registerofohio.state.oh.us/pdfs/3745/0/9/3745-9-01_PH_FF_A_RU_20220816_1146.pdf"" target=""_blank"" rel=""noopener"">Final Rule</a>",,8/29/2022
